ID	Leftover	Build	Cover Dependence	Cover Data	Previous Setup	Setup	Next Setup	Pieces	Solve %	Solve Fraction	Mirror
31F8EAE9FF	O	TILSZOO	O,*p7{TILSZO=1}	001101001101111111010111001101001101111111010111001101001101111111010111111111111111111111111111010111010111010111111111001101001101111111010111001101000000111111010011001101000000111111010011111111111111111111111111010111010011010011111111001101001101111111010111001101000000111111010011001101000000111111010011111111111111111111111111010111010011010011111111001101001101111111010111001101000000111111010011001101000000111111010011111111111111111111111111010111010011010011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111010111010111010111111111010111010011010011111111010111010011010011111111010111010011010011111111111111111111111111111111001101001101111111010111001101001101111111010111001101001101111111010111111111111111111111111111010111010111010111111111001101001101111111010111001101000000110010010010001101000000110010010010111111110010110010111010010111010010010010111010001101001101111111010111001101000000110010010010000000000000000000000000111111110010000000111000010111010010000000111000001101001101111111010111001101000000110010010010000000000000000000000000111111110010000000111000010111010010000000111000111111111111111111111111111111110010110010111010111111110010000000111000111111110010000000111000111111111010111000111000010111010111010111111111010111010010010010111010010111010010000000111000010111010010000000111000111111111010111000111000001101001101111111010111001101000000111111010011001101000000111111010011111111111111111111111111010111010011010011111111001101001101111111010111001101000000110010010010001101000000110010010010111111110010110010111010010111010010010010111010001101000000111111010011001101000000110010010010000000000000000000000000111111110010000000111000010011010010000000111000001101000000111111010011001101000000110010010010000000000000000000000000111111110010000000111000010011010010000000111000111111111111111111111111111111110010110010111010111111110010000000111000111111110010000000111000111111111010111000111000010111010011010011111111010111010010010010111010010011010010000000111000010011010010000000111000111111111010111000111000001101001101111111010111001101000000111111010011001101000000111111010011111111111111111111111111010111010011010011111111001101001101111111010111001101000000110010010010000000000000000000000000111111110010000000111000010111010010000000111000001101000000111111010011001101000000110010010010000000000000000000000000111111110010000000111000010011010010000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111111111111111111111110010000000111000111111110010000000111000000000000000000000000000111111111000111000000000010111010011010011111111010111010010000000111000010011010010000000111000000000000000000000000000111111111000111000000000001101001101111111010111001101000000111111010011001101000000111111010011111111111111111111111111010111010011010011111111001101001101111111010111001101000000110010010010000000000000000000000000111111110010000000111000010111010010000000111000001101000000111111010011001101000000110010010010000000000000000000000000111111110010000000111000010011010010000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111111111111111111111110010000000111000111111110010000000111000000000000000000000000000111111111000111000000000010111010011010011111111010111010010000000111000010011010010000000111000000000000000000000000000111111111000111000000000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110010110010111010111111110010000000111000111111110010000000111000111111111010111000111000111111111111111111111111111111110010110010111010111111110010000000111000111111110010000000111000111111111010111000111000111111111111111111111111111111110010000000111000111111110010000000111000000000000000000000000000111111111000111000000000111111111111111111111111111111110010000000111000111111110010000000111000000000000000000000000000111111111000111000000000111111111111111111111111111111111010111000111000111111111010111000111000111111111000111000000000111111111000111000000000010111010111010111111111010111010011010011111111010111010011010011111111010111010011010011111111111111111111111111111111010111010111010111111111010111010010010010111010010111010010000000111000010111010010000000111000111111111010111000111000010111010011010011111111010111010010010010111010010011010010000000111000010011010010000000111000111111111010111000111000010111010011010011111111010111010010000000111000010011010010000000111000000000000000000000000000111111111000111000000000010111010011010011111111010111010010000000111000010011010010000000111000000000000000000000000000111111111000111000000000111111111111111111111111111111111010111000111000111111111010111000111000111111111000111000000000111111111000111000000000		v115@9gwhRpEeR4whRpDeR4wwwhRpilBtxwwhRpglCeBtww?JeAgH		[^TILSZO]!,*p3	70.00%	147/210	31F8EBA9FF
31F8EBA9FF	O	TIJSZOO	O,*p7{TIJSZO=1}	110010111111001101101101110010111111001101101101111111111111111111111111001101001101111111010111101101101101111111010111110010111111001101101101110010111111000000101100111111111111111111111111001101000000111111010011101101101100111111010011110010111111001101101101110010111111000000101100111111111111111111111111001101000000111111010011101101101100111111010011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001101001101111111010111001101000000111111010011001101000000111111010011111111111111111111111111010111010011010011111111101101101101111111010111101101101100111111010011101101101100111111010011111111111111111111111111010111010011010011111111110010111111001101101101110010111111001101101101111111111111111111111111001101001101111111010111101101101101111111010111110010111111001101101101110010110010000000101000111111110010000000111000000000000000000000000000101101101000111000000000110010111111001101101101110010110010000000101000111111110010110010111010001101000000110010010010101101101000111010010010111111111111111111111111111111110010000000111000111111110010110010111010111111000000110010110010111111111000111010110010001101001101111111010111000000000000000000000000001101000000110010010010111111000000110010110010010111000000010010110010101101101101111111010111101101101000111000000000101101101000111010010010111111111000111010110010010111000000010010110010110010111111001101101101110010111111000000101100111111111111111111111111001101000000111111010011101101101100111111010011110010111111001101101101110010110010000000101000111111110010000000111000000000000000000000000000101101101000111000000000110010111111000000101100110010110010000000101000111111110010000000111000000000000000000000000000101100101000111000000000111111111111111111111111111111110010000000111000111111110010000000111000000000000000000000000000111111111000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101101101100111111010011101101101000111000000000101100101000111000000000111111111000111000000000000000000000000000000000110010111111001101101101110010111111000000101100111111111111111111111111001101000000111111010011101101101100111111010011110010111111001101101101110010110010000000101000111111110010110010111010001101000000110010010010101101101000111010010010110010111111000000101100110010110010000000101000111111110010000000111000000000000000000000000000101100101000111000000000111111111111111111111111111111110010110010111010111111110010000000111000111111110010000000111000111111111010111000111000001101000000111111010011001101000000110010010010000000000000000000000000111111110010000000111000010011010010000000111000101101101100111111010011101101101000111010010010101100101000111000000000111111111010111000111000010011010010000000111000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110010000000111000111111110010110010111010111111000000110010110010111111111000111010110010111111111111111111111111111111110010000000111000111111110010000000111000000000000000000000000000111111111000111000000000111111111111111111111111111111110010110010111010111111110010000000111000111111110010000000111000111111111010111000111000111111111111111111111111111111000000110010110010000000000000000000000000111111110010000000111000111111110010000000111000111111111111111111111111111111111000111010110010111111111000111000000000111111111010111000111000111111110010000000111000001101001101111111010111001101000000111111010011001101000000111111010011111111111111111111111111010111010011010011111111001101001101111111010111000000000000000000000000001101000000110010010010111111000000110010110010010111000000010010110010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001101000000111111010011001101000000110010010010000000000000000000000000111111110010000000111000010011010010000000111000111111111111111111111111111111000000110010110010000000000000000000000000111111110010000000111000111111110010000000111000010111010011010011111111010111000000010010110010000000000000000000000000010011010010000000111000111111110010000000111000101101101101111111010111101101101100111111010011101101101100111111010011111111111111111111111111010111010011010011111111101101101101111111010111101101101000111000000000101101101000111010010010111111111000111010110010010111000000010010110010101101101100111111010011101101101000111000000000101100101000111000000000111111111000111000000000000000000000000000000000101101101100111111010011101101101000111010010010101100101000111000000000111111111010111000111000010011010010000000111000111111111111111111111111111111111000111010110010111111111000111000000000111111111010111000111000111111110010000000111000010111010011010011111111010111000000010010110010000000000000000000000000010011010010000000111000111111110010000000111000		v115@9gBtEeRpwhwwBtDeRpwhxwR4i0RpwhwwR4Ceg0Rpwh?JeAgH		[^TIJSZO]!,*p3	70.00%	147/210	31F8EAE9FF
31F8FAA9FF	O	ILJSZOO	O,*p7{ILJSZO=1}	000000111111001101001101000000001101111111000111111111111111111111111111111111111111111111111111001101000111111111111111000000111111001101001101000000000000000000000000111111111111111111111111001101000000111111010011001101000000111111010011000000001101111111000111000000000000000000000000001101000000111111010011111111111111111111111111000111000000010011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001101000111111111111111001101000000111111010011000111000000010011111111111111111111111111111111111111111111111111111111000000111111001101001101000000001101111111000111111111111111111111111111111111111111111111111111001101000111111111111111000000111111001101001101000000111111111111001111111111111111111111111111111111111111111111111111001101001111111111111111000000001101111111000111000000111111111111001111111111111111111111111111111111111111111111111111000111001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001101000111111111111111001101001111111111111111000111001111111111111111111111111111111111111111111111111111111111111111000000111111001101001101000000000000000000000000111111111111111111111111001101000000111111010011001101000000111111010011000000111111001101001101000000111111111111001111111111111111111111111111111111111111111111111111001101001111111111111111000000000000000000000000000000111111111111001111111111111111111111111111111111111111111111111111000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001101000000111111010011001101001111111111111111000000001111111111111111111111111111111111111111111111111111111111111111000000001101111111000111000000000000000000000000001101000000111111010011111111111111111111111111000111000000010011111111000000001101111111000111000000111111111111001111111111111111111111111111111111111111111111111111000111001111111111111111000000000000000000000000000000111111111111001111111111111111111111111111111111111111111111111111000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000111000000010011111111000111001111111111111111000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001101000111111111111111001101000000111111010011000111000000010011111111111111111111111111111111111111111111111111111111001101000111111111111111001101001111111111111111000111001111111111111111111111111111111111111111111111111111111111111111001101000000111111010011001101001111111111111111000000001111111111111111111111111111111111111111111111111111111111111111000111000000010011111111000111001111111111111111000000001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111		v115@9gRpwhDei0RpwhEeQ4g0RpwhilBtR4RpwhglCeBtQ4?JeAgH9gilDewhRpQawhQaDeQLxSxhg0Q4i0whAPwSwhAtg0?gWBeg0wSQaAPJeAgH		T,*p3	90.48%	190/210	NULL
31F93AE9FF	O	ILSZOO	O,*p6{ILSZO=1}	000000001101111111000111000000000000000000000000001101000000111111010011111111111111111111111111000111000000010011111111000000001101111111000111000000000000000011110011111111111111000000111111000000001101111111000111001101000011110011001101111111111111010011011111111111111111111111111111111111111111111111111111000111000000111111000111010011011111111111111111000000000000000000000000000000000000000011110011111111111111000000111111000000000000000000000000000000000011110011000000111111111111000011001111111111111111111111111111111111111111111111111111000000000000111111000000000011001111111111111111000000001101111111000111000000000000000000000000001101000000111111010011111111111111111111111111000111000000010011111111001101000000111111010011001101000011110011001101111111111111010011011111000000000011110011000000111111111111000011001111001101000000111111010011111111111111111111111111111111111111111111111111010011010011011111000011001111010011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000111000000010011111111000111000000111111000111010011011111111111111111000000000000111111000000000011001111111111111111000111000000010011111111010011010011011111000011001111010011111111111111111111111111111111111111111111111111111111111111		v115@9gilDeRpwhglAtEeRpwhBtR4CeRpwhAtR4DeRpwhJe?AgH		[^ILSZO]!,*p3	98.57%	414/420	31F93BA9FF
31F93BA9FF	O	IJSZOO	O,*p6{IJSZO=1}	000000111111001101001101000000000000000000000000111111111111111111111111001101000000111111010011001101000000111111010011000000111111001101001101000000111111001101001101000000000000111111111111000011110011000011110011111111111111111111111111111111111111111111111111001101001101000011110011111111111111010100111111001101001101000011110011111111111111010100111111000000111111001101001101000000000000000000000000111111111111111111111111001101000000111111010011001101000000111111010011000000000000000000000000000000000000111111111111000011110011000011110011000000000000000000000000111111111111111111111111111111111111111111111111000000000011110011000000111111111111000011001111000000000011110011000000111111111111000011001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111001101000000111111010011001101001101000011110011111111111111010100111111001101000000111111010011000000000011110011000000111111111111000011001111111111111111111111111111111111111111111111111111010011010100111111010011000011001111111111111111001101000000111111010011001101001101000011110011111111111111010100111111001101000000111111010011000000000011110011000000111111111111000011001111111111111111111111111111111111111111111111111111010011010100111111010011000011001111111111111111		v115@9gwhRpDei0whRpEeQ4g0whRpCeBtR4whRpDeBtQ4Je?AgH		[^IJSZO]!,*p3	98.57%	414/420	31F93AE9FF
31F97ABDFE	O	ILJOO	O,*p5{ILJO=1}	000000111111111111001111000000111111111111111111111111111111111111000000000000001111111111110000111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111000000111111111111001111000000111111111111001111001111001111111111110000111111111111111111111111111111111111001111001111		v115@RhRpg0zhglTpi0ilRpJeAgH		[TSZ]!	100.00%	6/6	NULL
31F97ABDFF	O	ILJOO	O,*p5{ILJO=1}	111111110111110111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111011111110101111111110111110111111111111111111111110111111111111111111111011111110101111111110111110111111111111111111111111111110111110111111111111111110111110111111111111111111111111111111111111111111111111111111111111111111111111111111111		v115@RhRpili0Tpglzhg0RpJeAgH		[TSZ]!	100.00%	6/6	NULL
31F97AEAFF	O	ILSZO	O,*p5{ILSZ=1}	000111000000010011111111000111000000111011111100000111010011100111111101111111111111111111000111000000000000111011111100000000000011100011111100111111111111111111000000000111000000010011111111010011010011100111111101000011100011111100010011111111111111111111010011111111111111111111111111111111111111111111111111111111111111111111111111000111000000010011111111		v115@9gilFewhglAtGewhBtR4CeRpwhAtR4DeRpwhJeAgH		[^ILSZ]!,*p3	99.68%	1256/1260	31F97BAAFF
31F97AF9FF	O	ILZOO	O,*p5{ILZO=1}	001101000000111111010011001101000000111111000111001101001101111111111111111111010001110101111111000000000000111111000111000000000000111111111111111111000001110000111111001101000000111111010011001101000000111111010011111111111111111111111111111111111111111111111111111111111111111111111111010011010001110101111111000001110000111111010011010011111111111111111111		v115@9gilDeRpwhglAtEeRpwhBtEeRpwhAtFeRpwhJeAgH		[^ILZO]!,*p3	100.00%	1260/1260	31F97BADFF
31F97BAAFF	O	IJSZO	O,*p5{IJSZ=1}	001101000000111111010011001101001101000011111100111000111111111111111111010100111011111101001101001101000000111111010011000000000011111100111000000000111111111111111111000011100011111100000000111111111111111111111111111111111111111111111111111111111111111111111111010011010100111011111101010011000011100011111100111111111111111111010011001101000000111111010011		v115@9gwhFei0whGeQ4g0whRpCeBtR4whRpDeBtQ4JeAgH		[^IJSZ]!,*p3	99.68%	1256/1260	31F97AEAFF
31F97BADFF	O	IJSOO	O,*p5{IJSO=1}	001101000000111111010011001101001101000011111100001110111111111111111111001101010100111011111101001101000000111111010011000000000011111100001110000000111111111111111111000000000011100011111100111111111111111111111111111111111111111111111111111111111111111111111111001101000000111111010011010011010100111011111101010011000011100011111100111111111111111111010011		v115@9gwhRpDei0whRpEeQ4g0whRpEeR4whRpFeQ4JeAgH		[^IJSO]!,*p3	100.00%	1260/1260	31F97AF9FF
31F97EE9FF	O	LSZOO	O,*p5{LSZO=1}	000000001101111111000111000000001101111111000111000000000000000000000000111111000111111111111111111111000000000111111111000000001101111111000111001101001101000000111111000111001101111111111111111111010100011101111111111111111111111111111111111111111111111111111111111111111111111111111111000111000111000000000111111111000111010100011101111111111111111111111111		v115@9gilEeRpglAtFeRpBtR4DeRpAtR4EeRpJeAgH		[^LSZO]!,*p3	99.84%	1258/1260	31F97FA9FF
31F97FA9FF	O	JSZOO	O,*p5{JSZO=1}	000000111111001101001101000000111111001101001101000000111111001101001101000000000000000000111111111111111111000000111111000111000000111111000111111111111111111111111111111111111111111111111111111111111111111111111111001101001101001101000000111111000111111111111111111111010101000111111111001101001101001101000000111111000111111111111111111111010101000111111111		v115@9gRpEei0RpFeQ4g0RpDeBtR4RpEeBtQ4JeAgH		[^JSZO]!,*p3	99.84%	1258/1260	31F97EE9FF
31F9AEFAFF	O	TLZO	O,*p4{TLZ=1}	101111111110100111100010101100111111111111111111111111101100101100011110000011111111000000101100		v115@GhAtHeBtRpCeywAtglRpDewwilJeAgH		[^TLZ]!,*p3	87.14%	4392/5040	31F9AFAEFF
31F9AFAEFF	O	TJSO	O,*p4{TJS=1}	101011111111001111001010101100101100111111111111111111111111001111000000111111110000101100101100		v115@9gQ4IeR4Heg0Q4ywCeRpi0wwDeRpJeAgH		[^TJS]!,*p3	87.14%	4392/5040	31F9AEFAFF
31F9BABEFF	O	ILJO	O,*p5{TILJ=1}	111000111000000000111000111000000000111000111000000000000000000000000000111000111000000000111000111111010101111000111111010101000101000101000101111000111000000000111000111111010101111000111111010101000101000101000101111000111000000000111000111111010101111000111111010101000101000101000101000000000101000101000101000000000101000101000101000000000101000101000101		v115@9gwhIewhIewhilAei0RpwhglEeg0RpJeAgH		T,[SZO]!,*p3	89.52%	1128/1260	NULL
31F9BAEEFE	O	ILSO	O,*p4{ILS=1}	001101001111111100011110000000111111111111111111111111001101010111100011111111010101001101001101		v115@DhzhGeQ4hlRpEeR4glRpFeQ4glJeAgH		[^ILS]!,*p3	95.99%	4838/5040	31F9BBBAFE
31F9BAEEFF	O	ILSO	O,*p4{ILS=1}	1		v115@GhwhEeQ4CewhilBeR4RpwhglEeQ4RpwhJeAgH		[^ILS]!,*p3	94.88%	4782/5040	31F9BBBAFF
31F9BAFAFE	O	ILZO	O,*p4{ILZ=1}	010011010001111001011111111101000001111000001111111100010011010011111111111111111111111111010011		v115@9gwhilFewhglAtGewhBtEeRpwhAtFeRpJeAgH		[^ILZ]!,*p3	100.00%	5040/5040	31F9BBAEFE
31F9BAFAFF	O	ILZO	O,*p4{ILZ=1}	1		v115@9gilGeglBtGeRpBtFeRpzhNeAgH		[^ILZ]!,*p3	100.00%	5040/5040	31F9BBAEFF
31F9BAFDFE	O	ILOO	O,*p4{ILO=1}	110010111111111111111111111111001111111100000001111000110010110010110010101111111101111000101010		v115@9gglGeRpglGeRphlFeRpzhDeRpJeAgH		[^ILO]!,*p3	99.52%	5016/5040	31F9BBBDFE
31F9BAFDFF	O	ILOO	O,*p4{ILO=1}	1		v115@EhwhRpGewhRpFeglwhRpDeilwhRpJeAgH		[^ILO]!,*p3	98.29%	4954/5040	31F9BBBDFF
31F9BBAEFE	O	IJSO	O,*p4{IJS=1}	010011010100111100111111110101010011000011110000111111110000111111111111111111111111010011010011		v115@Dhi0whGeQ4g0whRpEeR4whRpFeQ4whJeAgH		[^IJS]!,*p3	100.00%	5040/5040	31F9BAFAFE
31F9BBAEFF	O	IJSO	O,*p4{IJS=1}	1		v115@Ehi0GeR4g0FeR4RpDezhRpJeAgH		[^IJS]!,*p3	100.00%	5040/5040	31F9BAFAFF
31F9BBBAFE	O	IJZO	O,*p4{IJZ=1}	001101000011111111000011110000001101111111111111111111111111001101010011110001111111110101001101		v115@9gzhFeh0AtGeg0BtEeRpg0AtFeRpJeAgH		[^IJZ]!,*p3	95.99%	4838/5040	31F9BAEEFE
31F9BBBAFF	O	IJZO	O,*p4{IJZ=1}	1		v115@9gwhIewhCeAtEewhRpBtBei0whRpAtEeg0JeAgH		[^IJZ]!,*p3	94.88%	4782/5040	31F9BAEEFF
31F9BBBDFE	O	IJOO	O,*p4{IJO=1}	110010111111111111111111111111110010001111111100000001111000110010110010101111111110011110001010		v115@9gRpGeg0RpGeg0RpFeh0RpDezhJeAgH		[^IJO]!,*p3	99.52%	5016/5040	31F9BAFDFE
31F9BBBDFF	O	IJOO	O,*p4{IJO=1}	1		v115@9gRpwhGeRpwhGeRpwhg0FeRpwhi0NeAgH		[^IJO]!,*p3	98.29%	4954/5040	31F9BAFDFF
31F9BBEAFF	O	ISZO	O,*p4{ISZ=1}	1		v115@9gwhIewhEeQ4CewhCeBtR4RpwhDeBtQ4RpJeAgH		[^ISZ]!,*p3	99.80%	5030/5040	NULL
31F9BBEDFF	O	ISOO	O,*p4{ISO=1}	1		v115@9gRpwhGeRpwhEeQ4AeRpwhEeR4RpwhFeQ4JeAgH		[^ISO]!,*p3	100.00%	5040/5040	31F9BBF9FF
31F9BBF9FF	O	IZOO	O,*p4{IZO=1}	1		v115@EhwhRpAeAtEewhRpBtEewhRpAtFewhRpJeAgH		[^IZO]!,*p3	100.00%	5040/5040	31F9BBEDFF
31F9BEAEFF	O	LJSO	O,*p4{LJS=1}	010011010011010100111100111111110101000000111100111111110000111111111111111111111111010011010011		v115@Ehi0HeQ4g0AeRpilBeR4AeRpglEeQ4JeAgH		[^LJS]!,*p3	93.81%	4728/5040	31F9BEBAFF
31F9BEBAFF	O	LJZO	O,*p4{LJZ=1}	000111000111000000011110001111111100010100011110011111111101000111111111111111111111111111000111		v115@9gilGeglAtHeBtBei0RpAeAtEeg0RpKeAgH		[^LJZ]!,*p3	93.81%	4728/5040	31F9BEAEFF
31F9BEBDFF	O	LJOO	O,*p4{LJO=1}	1		v115@9gRpHeRpglGeRpglDei0RphlEeg0JeAgH		[^LJO]!,*p3	88.97%	4484/5040	NULL
31F9BEEAFE	O	LSZO	O,*p4{LSZ=1}	000111000111000000000111101111111100000111010100011110011111111101111111111111111111111111000111		v115@9gilGeglAtHeBtR4DeRpAtR4EeRpJeAgH		[^LSZ]!,*p3	100.00%	5040/5040	31F9BFAAFE
31F9BEEAFF	O	LSZO	O,*p4{LSZ=1}	111000111000111111111111111111111111111000101011111111100011110010000011111111000011110000111000		v115@GhAtHeBtRpDeR4AtglRpCeR4ilJeAgH		[^LSZ]!,*p3	99.29%	5004/5040	31F9BFAAFF
31F9BEEDFF	O	LSOO	O,*p4{LSO=1}	111010111010111111111111111111111111111010101011111111101000111100111010101011111111100011110010		v115@9gRpHeRpglQ4FeRpglR4EeRphlQ4OeAgH		[^LSO]!,*p3	97.94%	4936/5040	31F9BFB9FF
31F9BEF9FE	O	LZOO	O,*p4{LZO=1}	001101001101000000001111111100001111001101001101111111111111111111111111010100001111010111111111		v115@9gilEeRpglAtFeRpBtFeRpAtGeRpJeAgH		[^LZO]!,*p3	100.00%	5040/5040	31F9BFADFE
31F9BEF9FF	O	LZOO	O,*p4{LZO=1}	110010110010111111111111111111111111110010110010000011111111000000111100101011111111101000111100		v115@9gRpGeAtRpFeBtRpFeAtglRpEeilJeAgH		[^LZO]!,*p3	100.00%	5040/5040	31F9BFADFF
31F9BFAAFE	O	JSZO	O,*p4{JSZ=1}	001101001101001101000000111111110001111000111111111111111111111111010101000111101111111101001101		v115@Ehi0HeQ4g0RpDeBtR4RpEeBtQ4JeAgH		[^JSZ]!,*p3	100.00%	5040/5040	31F9BEEAFE
31F9BFAAFF	O	JSZO	O,*p4{JSZ=1}	110010110010110010111111111111111111111111000000111111110001111000101010111111110001111010110010		v115@9gQ4IeR4Heg0Q4BtDeRpi0BtCeRpJeAgH		[^JSZ]!,*p3	99.29%	5004/5040	31F9BEEAFF
31F9BFADFE	O	JSOO	O,*p4{JSO=1}	001101001101001101000000111111110000011110111111111111111111111111001101010101000111101111111101		v115@9gRpEei0RpFeQ4g0RpFeR4RpGeQ4JeAgH		[^JSO]!,*p3	100.00%	5040/5040	31F9BEF9FE
31F9BFADFF	O	JSOO	O,*p4{JSO=1}	110010110010110010111111111111111111111111000000111111110000011110110010101010111111110001111010		v115@9gQ4GeRpR4FeRpg0Q4FeRpi0EeRpJeAgH		[^JSO]!,*p3	100.00%	5040/5040	31F9BEF9FF
31F9BFB9FF	O	JZOO	O,*p4{JZO=1}	111010111010111010111111111111111111111111111010101010111111111000011110101010111111111000011110		v115@FhRpFeAtg0RpEeBtg0RpEeAth0RpJeAgH		[^JZO]!,*p3	97.94%	4936/5040	31F9BEEDFF
31F9BFE9FF	O	SZOO	O,*p4{SZO=1}	1		v115@9gRpHeRpEeQ4BeRpCeBtR4AeRpDeBtQ4KeAgH		[^SZO]!,*p3	100.00%	5040/5040	NULL
31F9FAFEFF	O	ILO	O,*p3{IL=1}	1		v115@9gwhIewhIewhilDeRpwhglFeRpJeAgH		[^IL]!,*p2	94.64%	4770/5040	31F9FBBEFF
31F9FBBEFF	O	IJO	O,*p3{IJ=1}	1		v115@GhwhIewhRpDei0whRpFeg0whJeAgH		[^IJ]!,*p2	94.64%	4770/5040	31F9FAFEFF
31F9FBEEFF	O	ISO	O,*p3{IS=1}	1		v115@9gwhIewhGeQ4AewhRpEeR4whRpFeQ4JeAgH		[^IS]!,*p2	97.62%	4920/5040	31F9FBFAFF
31F9FBFAFF	O	IZO	O,*p3{IZ=1}	1		v115@GhwhAeAtGewhBtEeRpwhAtFeRpwhJeAgH		[^IZ]!,*p2	97.62%	4920/5040	31F9FBEEFF
31F9FBFDFF	O	IOO	O,*p3{IO=1}	1		v115@9gRpwhGeRpwhGeRpwhGeRpwhQeAgH		[^IO]!,*p2	100.00%	5040/5040	NULL
31F9FEFAFE	O	LZO	O,*p3{LZ=1}	101011111111111010001111100010		v115@GhAtHeBtRpFeAtglRpEeilJeAgH		[^LZ]!,*p2	100.00%	5040/5040	31F9FFAEFE
31F9FEFAFF	O	LZO	O,*p3{LZ=1}	010100001111100101111111111101		v115@9gilGeglAtHeBtFeRpAtGeRpJeAgH		[^LZ]!,*p2	100.00%	5040/5040	31F9FFAEFF
31F9FEFDFF	O	LOO	O,*p3{LO=1}	1		v115@FhRpHeRpGeglRpEeilRpJeAgH		[^LO]!,*p2	99.72%	5026/5040	31F9FFBDFF
31F9FFAEFE	O	JSO	O,*p3{JS=1}	101010111111111100011111001010		v115@9gQ4IeR4Heg0Q4FeRpi0EeRpJeAgH		[^JS]!,*p2	100.00%	5040/5040	31F9FEFAFE
31F9FFAEFF	O	JSO	O,*p3{JS=1}	010101000111110011111111110101		v115@Ehi0HeQ4g0RpFeR4RpGeQ4JeAgH		[^JS]!,*p2	100.00%	5040/5040	31F9FEFAFF
31F9FFBDFF	O	JOO	O,*p3{JO=1}	1		v115@9gRpHeRpHeRpg0GeRpi0OeAgH		[^JO]!,*p2	99.72%	5026/5040	31F9FEFDFF
31F9FFEDFF	O	SOO	O,*p3{SO=1}	1		v115@FhRpFeQ4AeRpFeR4RpGeQ4RpJeAgH		[^SO]!,*p2	99.60%	5020/5040	31F9FFF9FF
31F9FFF9FF	O	ZOO	O,*p3{ZO=1}	1		v115@9gRpHeRpAeAtFeRpBtFeRpAtQeAgH		[^ZO]!,*p2	99.60%	5020/5040	31F9FFEDFF
