ID	Leftover	Build	Cover Dependence	Cover Data	Previous Setup	Setup	Next Setup	Pieces	Solve %	Solve Fraction	Mirror	Minimals
201DAABFFC	TILJ	TILJ	[TILJ]!	1		v115@GhwhDeglCeg0whDeglywg0whDehlwwh0whJeAgH		*p7	100.00%	5040/5040	NULL	
201DAABFFD	TILJ	TILJ	[TILJ]!	1		v115@Jhg0glHeg0glywDeh0hlwwzhJeAgH		*p7	100.00%	5040/5040	NULL	
201DAABFFE	TILJ	TILJ	[TILJ]!	1		v115@Khg0Feili0wwCeglzhywLeAgH		*p7	99.84%	5032/5040	NULL	
201DAABFFF	TILJ	TILJ	[TILJ]!	1		v115@Ghg0DeglAewwBeg0Deglywh0DehlzhJeAgH9gglHeg?HglBewwgWg0QLBegHhlxwQpwhRLhHzhBtTaJeAgH		*p7	98.33%	4956/5040	NULL	
201DFABFFE	TILJ	ILJ	[TILJ]!	1		v115@HhglHeg0glHeg0hlAezhAeh0JeAgH		T,*p7	100.00%	5040/5040	NULL	
201DFABFFF	TILJ	ILJ	[TILJ]!	1		v115@Rhg0Hegli0zhilJeAgH		T,*p7	100.00%	5040/5040	NULL	
202DAAEFFC	TILS	TILS	[TILS]!	110011111111001111111111		v115@9gwwIexwCeglDewwR4ilDeR4zhNeAgH		*p7	100.00%	5040/5040	2055ABBBFC	
202DAAEFFD	TILS	TILS	[TILS]!	1		v115@JhglGeilBeR4wwBezhR4ywKeAgH		*p7	100.00%	5040/5040	2055ABBBFD	
202DAAEFFE	TILS	TILS	[TILS]!	1		v115@GhwhglQ4FewwwhglR4DexwwhhlQ4EewwwhJeAgH		*p7	100.00%	5040/5040	2055ABBBFE	
202DAAEFFF	TILS	TILS	[TILS]!	111110111111111111101111		v115@/gQ4IeR4AewwDeilQ4xwDeglzhwwNeAgH		*p7	98.33%	4956/5040	2055ABBBFF	
2035AAFBFA	TILZ	TILZ	[TILZ]!	1		v115@9gwhIewhglCewwDewhglBtxwDewhhlBtwwNeAgH		*p7	100.00%	5040/5040	204DABAFFA	
2035AAFBFB	TILZ	TILZ	[TILZ]!	1		v115@GhwhDeglCewwwhDeglBtxwwhDehlBtwwwhJeAgH		*p7	100.00%	5040/5040	204DABAFFB	
2035AAFBFC	TILZ	TILZ	[TILZ]!	111111111111111110111110		v115@JhglGeilBewwBtBezhywBtKeAgH		*p7	100.00%	5040/5040	204DABAFFC	
2035AAFBFD	TILZ	TILZ	[TILZ]!	1		v115@NhwwglEeBtxwglBezhBtwwhlKeAgH		*p7	100.00%	5040/5040	204DABAFFD	
2035AAFBFE	TILZ	TILZ	[TILZ]!	1		v115@9gwhIewhglGewwwhglBtDexwwhhlBtDewwJeAgH		*p7	100.00%	5040/5040	204DABAFFE	
2035AAFBFF	TILZ	TILZ	[TILZ]!	110011111111001111111111		v115@ChwwFeglAexwDeilBtwwDezhBtNeAgH		*p7	97.14%	4896/5040	204DABAFFF	
2035FAFBFF	TILZ	ILZ	[TILZ]!	101100101101111111000111		v115@HhglIeglBtGehlBtAezhKeAgH		T,*p7	100.00%	5040/5040	204DFBAFFF	
2039AAFEFC	TILO	TILO	[TILO]!	1		v115@OhglDewwBeilRpAeywzhRpJeAgH		*p7	100.00%	5040/5040	2059ABBEFC	
2039AAFEFD	TILO	TILO	[TILO]!	1		v115@9gRpHeRpGewwilEexwglzhDewwJeAgH		*p7	100.00%	5040/5040	2059ABBEFD	
2039AAFEFE	TILO	TILO	[TILO]!	1		v115@9gwhIewhwwFehlwhxwDeRpglwhwwEeRpglJeAgH		*p7	100.00%	5040/5040	2059ABBEFE	
2039AAFEFF	TILO	TILO	[TILO]!	1		v115@BhwhIewhglAewwFewhglxwRpDewhhlwwRpJeAgH		*p7	97.14%	4896/5040	2059ABBEFF	
204DABAFFA	TIJS	TIJS	[TIJS]!	1		v115@GhwhDewwCeg0whDexwR4g0whDewwR4h0whJeAgH		*p7	100.00%	5040/5040	2035AAFBFA	
204DABAFFB	TIJS	TIJS	[TIJS]!	1		v115@9gwhIewhwwCeg0DewhxwR4g0DewhwwR4h0NeAgH		*p7	100.00%	5040/5040	2035AAFBFB	
204DABAFFC	TIJS	TIJS	[TIJS]!	111111111111111110111110		v115@Ohg0DeR4wwBei0AeR4ywzhJeAgH		*p7	100.00%	5040/5040	2035AAFBFC	
204DABAFFD	TIJS	TIJS	[TIJS]!	1		v115@Jhg0wwHeg0xwR4Deh0wwR4zhJeAgH		*p7	100.00%	5040/5040	2035AAFBFD	
204DABAFFE	TIJS	TIJS	[TIJS]!	1		v115@GhwhwwGeg0whxwDeR4g0whwwDeR4h0whJeAgH		*p7	100.00%	5040/5040	2035AAFBFE	
204DABAFFF	TIJS	TIJS	[TIJS]!	110011111111001111111111		v115@BhwwIexwAeg0FewwR4i0DeR4zhJeAgH		*p7	97.14%	4896/5040	2035AAFBFF	
204DFBAFFF	TIJS	IJS	[TIJS]!	101100101101111111000111		v115@Qhg0GeR4g0AezhAeR4h0JeAgH		T,*p7	100.00%	5040/5040	2035FAFBFF	
2055ABBBFC	TIJZ	TIJZ	[TIJZ]!	110011111111001111111111		v115@GhwwDeg0CexwDei0BtwwDezhBtJeAgH		*p7	100.00%	5040/5040	202DAAEFFC	
2055ABBBFD	TIJZ	TIJZ	[TIJZ]!	1		v115@Ohg0DewwBtBei0AeywBtzhJeAgH		*p7	100.00%	5040/5040	202DAAEFFD	
2055ABBBFE	TIJZ	TIJZ	[TIJZ]!	1		v115@9gwhIewhwwFeAtg0whxwDeBtg0whwwEeAth0JeAgH		*p7	100.00%	5040/5040	202DAAEFFE	
2055ABBBFF	TIJZ	TIJZ	[TIJZ]!	111110111111111111101111		v115@EhAtFewwAeBtFexwAti0Dewwzhg0JeAgH		*p7	98.33%	4956/5040	202DAAEFFF	
2059ABBEFC	TIJO	TIJO	[TIJO]!	1		v115@Jhg0GeRpi0BewwBeRpzhywKeAgH		*p7	100.00%	5040/5040	2039AAFEFC	
2059ABBEFD	TIJO	TIJO	[TIJO]!	1		v115@FhRpwwGeRpxwEei0wwDezhg0JeAgH		*p7	100.00%	5040/5040	2039AAFEFD	
2059ABBEFE	TIJO	TIJO	[TIJO]!	1		v115@Ghwhh0Fewwwhg0RpDexwwhg0RpEewwwhJeAgH		*p7	100.00%	5040/5040	2039AAFEFE	
2059ABBEFF	TIJO	TIJO	[TIJO]!	1		v115@ChwhFewwAeg0whDeRpxwg0whDeRpwwh0whNeAgH		*p7	97.14%	4896/5040	2039AAFEFF	
2064E7D7FF	TISZ	TIISSZZ	[TISZ]!,[ISZ]!	1		v115@Gh0hBtR4AtwhywT4BtwhAewwR4AeCtAewhJeAgH		[^ISZ]!	100.00%	24/24	NULL	
20652AEAFF	TISZ	TILSZO	[TISZ]!,*p3{LO=1}	1		v115@KhR4BeglRpBtR4wwilRpAeBtywzhJeAgH		[^LO]!	100.00%	120/120	20652BAAFF	
20652BAAFF	TISZ	TIJSZO	[TISZ]!,*p3{JO=1}	1		v115@HhRpg0BeBtCeRpi0wwBtR4zhywR4KeAgH		[^JO]!	100.00%	120/120	20652AEAFF	
20652BDAFF	TISZ	TISSZO	[TISZ]!,*p3{SO=1}	1		v115@GhwhAeR4BeQ4CewhR4wwBtR4RpwhAeywBtQ4RpwhJe?AgH		[^SO]!	100.00%	120/120	20652BE6FF	
20652BE6FF	TISZ	TISZZO	[TISZ]!,*p3{ZO=1}	1		v115@9gwhIewhCeAtBeBtAewhRpBtR4wwBtwhRpAtR4ywKe?AgH		[^ZO]!	100.00%	120/120	20652BDAFF	
20655BEBFE	TISZ	TTISZ:TTIISZ:TTILSZ:TTISSZ:TTISZZ	[TISZ]!,*p3{2:T=1||T[ILSZ]=1}	1		v115@GhwhDeR4CewhBewwR4wwBtAewhAe1wBtwhJeAgH9gw?hIewhIewhIewhSeAgHEhhlwhQaCeR4BeglAeQaAewwQ4Aeg?WBtglAeQawwAehWAewhAeAtKeAgHAhR4BehWCeR4DegWIeg?WUeAgHAhxDBtEexDBeBtfeAgH		[^T]!:[^TI]!:[^TL]!:[^TS]!:[^TZ]!	100.00%	1200/1200	20655BEBFF	
20655BEBFF	TISZ	TTISZ:TTIISZ:TTIJSZ:TTISZZ:TTISSZ	[TISZ]!,*p3{2:T=1||T[IJSZ]=1}	1		v115@9gwhIewhCeBtDewhAeR4wwBtwwBewhR41wKeAgHGhw?hIewhIewhIewhJeAgH9gwhh0Heg0BeBtCeQaAeg0R4whAeA?twwAeQaAeQ4AegWAexhAewwQaJeAgH+ghHBeBtDegHDeBtC?egHbeAgHAhR4BPEeR4BeBPfeAgH		[^T]!:[^TI]!:[^TJ]!:[^TZ]!:[^TS]!	100.00%	1200/1200	20655BEBFE	
20656AEBFE	TISZ	TILSZ:TTILSZ:TIILSZ:TILJSZ:TILSZZ	[TISZ]!,*p3{2:L=1||L[TIJZ]=1}	1		v115@IhBtEeglBewwBtR4ilAeywR4zhKeAgHBhywHewwheA?gHBhSLBewhEeQLCewhIewhIewhJeAgH9gh0Heg0BtEeglQa?g0whAeAtR4hlAeQawwAewhQpAegHTaJeAgH9ghHBtFegHBe?BtEegHceAgH		[^L]!:[^TL]!:[^IL]!:[^LJ]!:[^LZ]!	100.00%	1200/1200	20656BABFF	
20656BABFF	TISZ	TIJSZ:TTIJSZ:TIIJSZ:TILJSZ:TIJSSZ	[TISZ]!,*p3{2:J=1||J[TILS]=1}	1		v115@Ihg0EeR4Bei0BtR4wwBezhBtywJeAgHAhywHewwieA?gH9gwhBeSLDewhCeQLEewhIewhSeAgHFhhlQag0EeR4glQa?Aeh0BtQ4AegWglQaSLwSAewSgWAewwJeAgHDhR4hWEeR4Be?gWIegWTeAgH		[^J]!:[^TJ]!:[^IJ]!:[^LJ]!:[^JS]!	100.00%	1200/1200	20656AEBFE	
2065ABEBFA	TISZ	TISZ	[TISZ]!	1		v115@JhBtHewwBtR4DeywR4zhJeAgH		*p7	100.00%	5040/5040	NULL	
2065ABEBFB	TISZ	TISZ	[TISZ]!	111111111111111110111110		v115@MhR4GeR4wwBtBezhywBtJeAgH		*p7	100.00%	5040/5040	NULL	
20696BDEFF	TISO	TISSO	[TISO]!,*p2{S=1}	1		v115@JhRpAeR4EeRpT4wwBezhR4ywJeAgH		[^S]!	100.00%	720/720	20716BF6FF	
20696BEAFF	TISO	TISZO	[TISO]!,*p2{Z=1}	1		v115@IhBtCeRpCewwBtR4RpBeywR4zhKeAgH		[^Z]!	100.00%	720/720	20716BEAFF	
2069ABEEFF	TISO	TISO	[TISO]!	1		v115@NhwwFeR4ywRpBeR4zhRpJeAgH		*p7	99.84%	5032/5040	2071ABFAFF	
20716BEAFF	TIZO	TISZO	[TIZO]!,*p2{S=1}	1		v115@JhRpCeR4CeRpBtR4wwBezhBtywJeAgH		[^S]!	100.00%	720/720	20696BEAFF	
20716BF6FF	TIZO	TIZZO	[TIZO]!,*p2{Z=1}	1		v115@KhBtAeRpCewwDtRpBeywBtzhKeAgH		[^Z]!	100.00%	720/720	20696BDEFF	
2071ABFAFF	TIZO	TIZO	[TIZO]!	1		v115@KhwwFeRpywBtCeRpzhBtLeAgH		*p7	99.84%	5032/5040	2069ABEEFF	
208D6E9FFF	TLJS	TLJSS	[TLJS]!,*p2{S=1}	1		v115@Jhg0glAeR4Eeg0glT4wwBeh0hlR4ywJeAgH		[^S]!	100.00%	720/720	20956EB7FF	
208D6EABFF	TLJS	TLJSZ	[TLJS]!,*p2{Z=1}	1		v115@KhBtAeg0glCeR4wwBtg0glBeR4ywh0hlKeAgH		[^Z]!	100.00%	720/720	20956EABFF	
208DAEAFFD	TLJS	TLJS	[TLJS]!	111111111111111110111110		v115@Nhg0FeR4wwi0glBeR4ywilJeAgH		*p7	99.84%	5032/5040	2095AEBBFD	
208DAEAFFE	TLJS	TLJS	[TLJS]!	1		v115@KhglFeg0ilR4wwCei0R4ywLeAgH		*p7	99.84%	5032/5040	2095AEBBFE	
208DAEAFFF	TLJS	TLJS	[TLJS]!	111100111111111111001111		v115@BhQ4IeR4AewwFeg0Q4ywglDei0ilJeAgH		*p7	97.14%	4896/5040	2095AEBBFF	
20956EABFF	TLJZ	TLJSZ	[TLJZ]!,*p2{S=1}	1		v115@Jhg0glAeR4Eeg0glR4wwBtBeh0hlywBtJeAgH		[^S]!	100.00%	720/720	208D6EABFF	
20956EB7FF	TLJZ	TLJZZ	[TLJZ]!,*p2{Z=1}	1		v115@KhBtAeg0glCewwDtg0glBeywBth0hlKeAgH		[^Z]!	100.00%	720/720	208D6E9FFF	
2095AEBBFD	TLJZ	TLJZ	[TLJZ]!	111111111110111111111011		v115@KhglFeg0ilwwBtCei0ywBtLeAgH		*p7	99.84%	5032/5040	208DAEAFFD	
2095AEBBFE	TLJZ	TLJZ	[TLJZ]!	1		v115@Nhg0FewwBti0glBeywBtilJeAgH		*p7	99.84%	5032/5040	208DAEAFFE	
2095AEBBFF	TLJZ	TLJZ	[TLJZ]!	111100111111111111001111		v115@ChAtFewwAeBtDeg0ywAtglDei0ilNeAgH		*p7	97.14%	4896/5040	208DAEAFFF	
2099AEBEFD	TLJO	TLJO	[TLJO]!	1		v115@HhglEeg0CeglBewwBeg0RpAehlywh0RpKeAgH		*p7	100.00%	5040/5040	NULL	
2099AEBEFE	TLJO	TLJO	[TLJO]!	111100111111111111001111		v115@FhRpGewwRpg0Eeywgli0DeilJeAgH9gRpFexSRpwwD?eQLxSAeywBeSLUeAgH		*p7	100.00%	5040/5040	NULL	
2099AEBEFF	TLJO	TLJO	[TLJO]!	1		v115@9gh0Heg0Ieg0wwCeRpBeglywBeRpilJeAgH		*p7	100.00%	5040/5040	NULL	
20A5AEEBFE	TLSZ	TLSZ	[TLSZ]!	1		v115@GhAtDewwCeBtDexwR4AtglDewwR4ilJeAgH		*p7	100.00%	5040/5040	20C5AFABFE	
20A5AEEBFF	TLSZ	TLSZ	[TLSZ]!	1		v115@GhAtwwGeBtxwDeR4AtglwwDeR4ilJeAgH		*p7	100.00%	5040/5040	20C5AFABFF	
20A9AEEEFE	TLSO	TLSO	[TLSO]!	1		v115@JhglGeRpglBeR4wwBeRphlR4ywKeAgH		*p7	100.00%	5040/5040	20D1AFBAFE	
20A9AEEEFF	TLSO	TLSO	[TLSO]!	1		v115@9gwwIexwFehlwwR4DeRpglR4EeRpglJeAgH		*p7	100.00%	5040/5040	20D1AFBAFF	
20B1AEFAFD	TLZO	TLZO	[TLZO]!	1		v115@JhglGeRpglBewwBtBeRphlywBtKeAgH		*p7	100.00%	5040/5040	20C9AFAEFD	
20B1AEFAFE	TLZO	TLZO	[TLZO]!	111100111111111111001111		v115@GhwwRpFexwRpglDeBtwwilEeBtJeAgH		*p7	100.00%	5040/5040	20C9AFAEFE	
20B1AEFAFF	TLZO	TLZO	[TLZO]!	1		v115@ChAtFewwAeBtDeRpxwAtglDeRpwwilNeAgH		*p7	97.14%	4896/5040	20C9AFAEFF	
20B1EEFBFF	TLZO	TLZ	[TLZO]!	1		v115@MhglCewwEeglBtxwEehlBtwwJeAgH		O,*p7	100.00%	5040/5040	20C9EFAFFF	
20B1FEFAFE	TLZO	LZO	[TLZO]!	010111010111010111111111		v115@PhhlDeBtAeRpglEeBtRpglJeAgH		T,*p7	100.00%	5040/5040	20C9FFAEFE	
20B1FEFAFF	TLZO	LZO	[TLZO]!	1		v115@NhglCeRpDeglBtAeRpDehlBtJeAgH		T,*p7	100.00%	5040/5040	20C9FFAEFF	
20C5AFABFE	TJSZ	TJSZ	[TJSZ]!	1		v115@9gQ4IeR4CewwDeg0Q4BtxwDei0BtwwNeAgH		*p7	100.00%	5040/5040	20A5AEEBFE	
20C5AFABFF	TJSZ	TJSZ	[TJSZ]!	1		v115@9gQ4IeR4Gewwg0Q4BtDexwi0BtDewwJeAgH		*p7	100.00%	5040/5040	20A5AEEBFF	
20C9AFAEFD	TJSO	TJSO	[TJSO]!	1		v115@Ohg0DeR4wwBeg0RpAeR4ywh0RpJeAgH		*p7	100.00%	5040/5040	20B1AEFAFD	
20C9AFAEFE	TJSO	TJSO	[TJSO]!	111100111111111111001111		v115@9gwwIexwFeRpwwR4Deg0RpR4Eei0JeAgH		*p7	100.00%	5040/5040	20B1AEFAFE	
20C9AFAEFF	TJSO	TJSO	[TJSO]!	1		v115@BhQ4IeR4AewwFeg0Q4xwRpDei0wwRpJeAgH		*p7	97.14%	4896/5040	20B1AEFAFF	
20C9EFAFFF	TJSO	TJS	[TJSO]!	1		v115@HhwwCeg0EexwR4g0EewwR4h0OeAgH		O,*p7	100.00%	5040/5040	20B1EEFBFF	
20C9FFAEFE	TJSO	JSO	[TJSO]!	010111010111010111111111		v115@Hhh0Heg0RpAeR4Deg0RpR4OeAgH		T,*p7	100.00%	5040/5040	20B1FEFAFE	
20C9FFAEFF	TJSO	JSO	[TJSO]!	1		v115@Khg0GeR4g0DeRpR4h0DeRpJeAgH		T,*p7	100.00%	5040/5040	20B1FEFAFF	
20D1AFBAFE	TJZO	TJZO	[TJZO]!	1		v115@Ohg0DewwBtBeg0RpAeywBth0RpJeAgH		*p7	100.00%	5040/5040	20A9AEEEFE	
20D1AFBAFF	TJZO	TJZO	[TJZO]!	1		v115@Ghwwh0Fexwg0RpDeBtwwg0RpEeBtJeAgH		*p7	100.00%	5040/5040	20A9AEEEFF	
20E1AFEAFF	TSZO	TSZO	[TSZO]!	1		v115@KhAtFeRpBtR4wwCeRpAtR4ywLeAgH		*p7	99.84%	5032/5040	NULL	
210CE5AFFF	ILJS	TIILLJS	[ILJS]!,[TIL]!	1		v115@/gilEeh0jlzhg0BeglBeR4wwAeg0zhR4ywJeAgH		[^TIL]!	100.00%	24/24	2114E67BFF	
210D35AFFF	ILJS	IILLJS	[ILJS]!,*p3{IL=1}	111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111011111000010101010101111111111011111000010101010111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111011111000010101010101111111111011111000010101010111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111		v115@HhglEeR4glAeglzhR4i0hlzhilg0JeAgH		[^IL]!	100.00%	120/120	2115367BFF	
210D366FFF	ILJS	IILJJS	[ILJS]!,[TIJ]!	1		v115@Bhwhh0BewhglCewhg0Beg0whglCewhg0R4g0whhlBe?whR4h0whJeAgH		T,[^TIJ]!	100.00%	24/24	211535BBFF	
210D369FFF	ILJS	IILJSS	[ILJS]!,*p3{IS=1}	1		v115@ChQ4Deh0CeR4Ceg0ilzhR4g0glzhS4KeAgH		[^IS]!	100.00%	120/120	211536B7FF	
210D36AEFC	ILJS	IILJSO	[ILJS]![TIO]!,[^TIO]!{Z<S}	1	210DFABFFF	v115@9gwhCewhEewhAeRpwhEewhg0RpwhAeR4Aeglwhi0wh?R4ilJeAgH		T,[^TIO]!{Z<S}	100.00%	12/12	211536BAFC	
210D36AEFD	ILJS	IILJSO	[ILJS]![TIO]!,[^TIO]!{JS<Z}	1	210DFABFFF	v115@9gwhRpCe0hRpEeR4whg0EeR4glwhi0CeilJeAgH		T,[^TIO]!{JS<Z}	100.00%	8/8	211536BAFD	
210D36AEFE	ILJS	IILJSO	[ILJS]![TIO]!,[^TIO]!{S<JZ&&L<J}	1	210DFABFFF	v115@9gwhEe0hAeRpDeR4whg0RpCeR4glwhi0CeilJeAgH		T,[^TIO]!{S<JZ&&L<J}	100.00%	5/5	211536BAFE	
210D36AEFF	ILJS	IILJSO	[ILJS]![TIO]!,[SZ]!JL	1	210DFABFFF	v115@9gwhQ4zhDewhR4RpEewhg0Q4RpDeglwhi0CeilJeAg?H		T[SZ]!JL	100.00%	2/2	211536BAFF	
210D396FFF	ILJS	ILLJJS	[ILJS]!,*p3{LJ=1}	1		v115@Bhg0DewhDei0R4whili0R4glwhglDeg0ilwhJeAgH		[^LJ]!	100.00%	120/120	2115397BFF	
210D39AEFF	ILJS	ILLJSO	[ILJS]!,*p3{LO=1}	1		v115@Khg0glBeglRpAeR4g0jlRpR4h0hlzhJeAgH		[^LO]!	100.00%	120/120	21153A7AFF	
210D3A5FFF	ILJS	ILJJSS	[ILJS]!,*p3{JS=1}	1		v115@Hhg0EeT4i0Aeg0T4glzhi0ilJeAgH		[^JS]!	100.00%	120/120	211539B7FF	
210D3A6EFF	ILJS	ILJJSO	[ILJS]!,*p3{JO=1}	1		v115@Hhi0BeRpCeg0ilzhR4g0gli0RpR4KeAgH		[^JO]!	100.00%	120/120	211539BAFF	
210D3A9BFF	ILJS	ILJSSZ	[ILJS]!,*p3{/^.?S/&&Z=1}	1		v115@JhBthlAeR4Aeg0zhglT4i0BtglAeR4KeAgH		[^SZ]!	100.00%	120/120	21153AA7FF	
210D3A9EFF	ILJS	ILJSSO	[ILJS]!,*p3{SO=1}	1		v115@9gQ4IeR4FeRpilR4g0zhglS4Aei0RpJeAgH		[^SO]!	100.00%	120/120	21153AB6FF	
210D7AABFF	ILJS	ILJSZ	[ILJS]!,*p2{Z=1}	1		v115@Chh0BeAtEeg0BeBtEeg0R4AtglzhAeR4ilJeAgH		[^Z]!	100.00%	720/720	21157AABFF	
210DBAAFF8	ILJS	ILJS	[ILJS]!	1		v115@9gwhQ4HewhR4Gewhg0Q4Feglwhi0CeilJeAgH		*p7	100.00%	5040/5040	2115BABBF8	
210DBAAFF9	ILJS	ILJS	[ILJS]!	1		v115@Dhi0whFeglQ4g0whFeglR4whFehlQ4whJeAgH		*p7	100.00%	5040/5040	2115BABBF9	
210DBAAFFA	ILJS	ILJS	[ILJS]!,*p3{Z<S||Z<T}	1		v115@Chh0Heg0Ieg0R4AeglzhAeR4ilJeAgH		*p7{3:(Z<S||Z<T)}	100.00%	2112/2112	2115BABBFA	
210DBAAFFB	ILJS	ILJS	[ILJS]!,*p3{LS=1}	1		v115@PhR4Deg0BeR4glzhi0ilJeAgH		*p7{3:LS=1}	100.00%	720/720	2115BABBFB	
210DBAAFFC	ILJS	ILJS	[ILJS]!,*p3{2:IJ=1||[TS]IJ=1||/^.IJ/}	1		v115@Qhglg0DeR4ili0AeR4zhJeAgH		*p7{2:IJ=1||3:([TS]IJ=1||/^.IJ/)}	100.00%	504/504	2115BABBFC	
210DBAAFFD	ILJS	ILJS	[ILJS]!	111111110011110011111111		v115@Hhilg0FeglR4i0DeR4zhNeAgH		*p7	99.88%	5034/5040	2115BABBFD	
210DBAAFFE	ILJS	ILJS	[ILJS]!	1		v115@9gwhIewhCeglEewhg0ilR4Cewhi0R4NeAgH		*p7	93.97%	4736/5040	2115BABBFE	
210DBAAFFF	ILJS	ILJS	[ILJS]!	111111111100111111110011		v115@NhglBeg0DeilR4g0BezhR4h0JeAgH		*p7	93.33%	4704/5040	2115BABBFF	
210DFABFFF	ILJS	ILJ	[ILJS]![TIO]!	1		v115@9gwhIewhIewhg0Geglwhi0CeilJeAgH	210D36AEFC:210D36AEFD:210D36AEFE:210D36AEFF	NULL	NULL	NULL	2115FABFFF	
2114E67BFF	ILJZ	TIILJJZ	[ILJZ]!,[TIJ]!	1		v115@Chi0Bezhj0hlAewwBtBeg0BeglywBtzhglJeAgH		[^TIJ]!	100.00%	24/24	210CE5AFFF	
211535BBFF	ILJZ	IILLJZ	[ILJZ]!,[TIL]!	1		v115@9gwhBehlwhDewhglBeglwhCeg0whglBtglwhCeg0wh?hlBtwhBeh0JeAgH		T,[^TIL]!	100.00%	24/24	210D366FFF	
2115367BFF	ILJZ	IILJJZ	[ILJZ]!,*p3{IJ=1}	111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111100111110000101010101111111111100111110000101010111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111100111110000101010101111111111100111110000101010111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111		v115@Ihg0BtEeg0ilBtzhg0gli0zhh0JeAgH		[^IJ]!	100.00%	120/120	210D35AFFF	
211536B7FF	ILJZ	IILJZZ	[ILJZ]!,*p3{IZ=1}	1		v115@BhAtHeBtCehlBtzhi0glAeCtzhg0glJeAgH		[^IZ]!	100.00%	120/120	210D369FFF	
211536BAFC	ILJZ	IILJZO	[ILJZ]![TIO]!,[^TIO]!{S<Z}	1	2115FABFFF	v115@ChwhCewhEewhRpAewhg0AeBtAewhRpglwhi0Btwhil?whJeAgH		T,[^TIO]!{S<Z}	100.00%	12/12	210D36AEFC	
211536BAFD	ILJZ	IILJZO	[ILJZ]![TIO]!,[^TIO]!{LZ<S}	1	2115FABFFF	v115@9gzhCeRpwhBtEeRpwhg0BtEeglwhi0CeilwhJeAgH		T,[^TIO]!{LZ<S}	100.00%	8/8	210D36AEFD	
211536BAFE	ILJZ	IILJZO	[ILJZ]![TIO]!,[^TIO]!{Z<LS&&J<L}	1	2115FABFFF	v115@9gzhEewhBtDeRpAewhg0BtCeRpglwhi0CeilwhJeAg?H		T,[^TIO]!{Z<LS&&J<L}	100.00%	5/5	210D36AEFE	
211536BAFF	ILJZ	IILJZO	[ILJZ]![TIO]!,[SZ]!LJ	1	2115FABFFF	v115@BhzhAtwhEeRpBtwhg0DeRpAtglwhi0CeilwhJeAgH		T[SZ]!LJ	100.00%	2/2	210D36AEFF	
2115397BFF	ILJZ	ILLJJZ	[ILJZ]!,*p3{LJ=1}	1		v115@9gwhDeglDewhBtilDewhg0Btili0whi0glDeg0JeAg?H		[^LJ]!	100.00%	120/120	210D396FFF	
211539B7FF	ILJZ	ILLJZZ	[ILJZ]!,*p3{LZ=1}	1		v115@HhDtEeglg0DtglAeili0ilzhJeAgH		[^LZ]!	100.00%	120/120	210D3A5FFF	
211539BAFF	ILJZ	ILLJZO	[ILJZ]!,*p3{LO=1}	1		v115@KhRpBeilBtzhi0glAeBtRpilg0glJeAgH		[^LO]!	100.00%	120/120	210D3A6EFF	
21153A7AFF	ILJZ	ILJJZO	[ILJZ]!,*p3{JO=1}	1		v115@HhRpg0Beg0glCeRpj0glBtAezhh0hlBtJeAgH		[^JO]!	100.00%	120/120	210D39AEFF	
21153AA7FF	ILJZ	ILJSZZ	[ILJZ]!,*p3{/^.?Z/&&S=1}	1		v115@IhBtAeh0R4BeDtg0zhglAeBtAeg0R4ilJeAgH		[^SZ]!	100.00%	120/120	210D3A9BFF	
21153AB6FF	ILJZ	ILJZZO	[ILJZ]!,*p3{ZO=1}	1		v115@GhAtRpFeBtzhglBti0RpilAeCtg0JeAgH		[^ZO]!	100.00%	120/120	210D3A9EFF	
21157AABFF	ILJZ	ILJSZ	[ILJZ]!,*p2{S=1}	1		v115@9gQ4BehlEeR4BeglEeg0Q4BtglEei0BtAezhJeAgH		[^S]!	100.00%	720/720	210D7AABFF	
2115BABBF8	ILJZ	ILJZ	[ILJZ]!	1		v115@FhAtwhGeBtwhg0FeAtglwhi0CeilwhJeAgH		*p7	100.00%	5040/5040	210DBAAFF8	
2115BABBF9	ILJZ	ILJZ	[ILJZ]!	1		v115@9gwhilFewhglAtg0FewhBtg0FewhAth0PeAgH		*p7	100.00%	5040/5040	210DBAAFF9	
2115BABBFA	ILJZ	ILJZ	[ILJZ]!,*p3{S<Z||S<T}	1		v115@AhhlIeglEeg0AeBtglEei0BtAezhJeAgH		*p7{3:(S<Z||S<T)}	100.00%	2112/2112	210DBAAFFA	
